customer_id,signup_date,churn_date,plan,region,acquisition_channel,base_mrr
C001949,2023-09-01,2024-02-01,Mid,EU,Organic,712.34
C001950,2023-09-01,2023-10-01,SMB,US,Paid Search,28.33
C001951,2023-09-01,2024-03-01,SMB,US,Organic,65.98
C001952,2023-09-01,,Mid,US,Paid Search,638.85
C001953,2023-09-01,2024-05-01,Mid,APAC,Paid Search,633.9
C001954,2023-09-01,2025-05-01,SMB,US,Paid Search,55.59
C001955,2023-09-01,2024-01-01,Mid,EU,Organic,361.5
C001956,2023-09-01,,SMB,APAC,Organic,81.13
C001957,2023-09-01,,Enterprise,EU,Paid Search,3562.59
C001958,2023-09-01,2024-05-01,SMB,US,Organic,83.51
C001959,2023-09-01,2025-05-01,Mid,US,Social,425.93
C001960,2023-09-01,,SMB,US,Paid Search,66.15
C001961,2023-09-01,2023-10-01,SMB,US,Organic,81.99
C001962,2023-09-01,2023-10-01,SMB,APAC,Organic,94.46
C001963,2023-09-01,,Enterprise,US,Paid Search,3346.16
C001964,2023-09-01,2023-10-01,Mid,US,Paid Search,684.75
C001965,2023-09-01,2024-04-01,SMB,APAC,Paid Search,50.37
C001966,2023-09-01,,Enterprise,EU,Organic,4772.92
C001967,2023-09-01,2024-10-01,Mid,US,Referral,506.46
C001968,2023-09-01,,SMB,US,Paid Search,97.94
C001969,2023-09-01,,Mid,EU,Social,1251.95
C001970,2023-09-01,,SMB,APAC,Paid Search,76.06
C001971,2023-09-01,2024-02-01,SMB,APAC,Paid Search,98.57
C001972,2023-09-01,2025-07-01,SMB,EU,Paid Search,65.45
C001973,2023-09-01,2025-07-01,Mid,US,Organic,627.81
C001974,2023-09-01,,SMB,US,Paid Search,40.6
C001975,2023-09-01,2024-06-01,SMB,EU,Paid Search,100.74
C001976,2023-09-01,2023-12-01,SMB,APAC,Paid Search,80.21
C001977,2023-09-01,,Mid,EU,Organic,403.45
C001978,2023-09-01,2023-10-01,SMB,US,Social,73.14
C001979,2023-09-01,2024-10-01,SMB,EU,Referral,84.8
C001980,2023-09-01,,Mid,US,Paid Search,528.59
C001981,2023-09-01,2024-06-01,Mid,EU,Referral,571.69
C001982,2023-09-01,,Mid,EU,Organic,686.13
C001983,2023-09-01,2024-03-01,SMB,EU,Organic,67.74
C001984,2023-09-01,2024-12-01,SMB,US,Social,83.14
C001985,2023-09-01,,SMB,EU,Referral,114.58
C001986,2023-09-01,2024-10-01,SMB,US,Social,79.86
C001987,2023-09-01,2025-03-01,SMB,US,Organic,79.82
C001988,2023-09-01,,Mid,US,Paid Search,624.4
C001989,2023-09-01,2025-03-01,Mid,EU,Paid Search,554.83
C001990,2023-09-01,,Enterprise,APAC,Organic,4862.47
C001991,2023-09-01,,SMB,US,Organic,81.73
C001992,2023-09-01,2024-09-01,SMB,APAC,Paid Search,70.93
C001993,2023-09-01,2025-03-01,SMB,US,Organic,83.59
C001994,2023-09-01,2024-08-01,SMB,APAC,Social,129.11
C001995,2023-09-01,2024-02-01,SMB,US,Paid Search,112.22
C001996,2023-09-01,2024-06-01,SMB,US,Social,46.72
C001997,2023-09-01,2024-10-01,SMB,US,Organic,71.76
C001998,2023-09-01,2023-10-01,SMB,US,Organic,110.2
C001999,2023-09-01,2024-07-01,SMB,US,Organic,59.06
C002000,2023-09-01,2023-12-01,SMB,EU,Organic,126.25
C002001,2023-09-01,2024-10-01,SMB,US,Organic,80.6
C002002,2023-09-01,,Mid,APAC,Social,634.53
C002003,2023-09-01,2023-10-01,SMB,US,Organic,77.22
C002004,2023-09-01,2024-05-01,SMB,US,Social,89.87
C002005,2023-09-01,,SMB,US,Paid Search,82.98
C002006,2023-09-01,2024-03-01,Mid,US,Referral,255.58
C002007,2023-09-01,2023-11-01,SMB,EU,Organic,65.21
C002008,2023-09-01,2024-05-01,SMB,US,Organic,101.69
C002009,2023-09-01,2023-11-01,SMB,APAC,Paid Search,55.84
C002010,2023-09-01,2024-09-01,SMB,US,Paid Search,106.69
C002011,2023-09-01,2024-06-01,SMB,US,Organic,82.77
C002012,2023-09-01,2023-11-01,Mid,APAC,Paid Search,809.57
C002013,2023-09-01,2023-11-01,SMB,US,Social,104.47
C002014,2023-09-01,2024-12-01,SMB,EU,Organic,89.84
C002015,2023-09-01,2025-03-01,Mid,EU,Organic,442.23
C002016,2023-10-01,,SMB,US,Paid Search,102.78
C002017,2023-10-01,2025-03-01,SMB,US,Paid Search,89.87
C002018,2023-10-01,2024-04-01,SMB,EU,Paid Search,83.0
C002019,2023-10-01,,SMB,US,Organic,106.53
C002020,2023-10-01,,Mid,APAC,Paid Search,673.96
C002021,2023-10-01,,Mid,APAC,Organic,524.36
C002022,2023-10-01,2024-01-01,Mid,EU,Referral,913.02
C002023,2023-10-01,,Mid,EU,Paid Search,702.63
C002024,2023-10-01,2024-12-01,SMB,US,Organic,57.18
C002025,2023-10-01,2024-04-01,SMB,EU,Referral,41.84
C002026,2023-10-01,,Enterprise,APAC,Social,2440.91
C002027,2023-10-01,2025-01-01,SMB,US,Paid Search,88.54
C002028,2023-10-01,,Mid,US,Paid Search,470.01
C002029,2023-10-01,2024-05-01,SMB,US,Social,79.84
C002030,2023-10-01,2024-02-01,SMB,US,Paid Search,96.51
C002031,2023-10-01,2023-11-01,SMB,EU,Organic,59.64
C002032,2023-10-01,2024-06-01,SMB,US,Social,70.43
C002033,2023-10-01,,Enterprise,EU,Paid Search,2487.56
C002034,2023-10-01,2024-01-01,SMB,APAC,Paid Search,102.11
C002035,2023-10-01,2023-12-01,Mid,US,Referral,380.97
C002036,2023-10-01,,SMB,APAC,Organic,64.81
C002037,2023-10-01,2024-07-01,SMB,US,Organic,108.48
C002038,2023-10-01,2023-11-01,Mid,US,Social,616.93
C002039,2023-10-01,2024-06-01,SMB,EU,Organic,56.66
C002040,2023-10-01,2025-05-01,Mid,US,Organic,1071.08
C002041,2023-10-01,2024-09-01,SMB,US,Referral,87.13
C002042,2023-10-01,2024-11-01,SMB,EU,Organic,94.84
C002043,2023-10-01,,SMB,US,Paid Search,90.61
C002044,2023-10-01,,Mid,EU,Paid Search,577.09
C002045,2023-10-01,,Mid,US,Paid Search,707.49
C002046,2023-10-01,,Mid,US,Organic,722.31
C002047,2023-10-01,,SMB,APAC,Organic,127.9
C002048,2023-10-01,,Enterprise,US,Social,3322.17
C002049,2023-10-01,2024-07-01,SMB,US,Paid Search,63.63
C002050,2023-10-01,2024-06-01,SMB,US,Paid Search,82.43
C002051,2023-10-01,2023-12-01,SMB,EU,Paid Search,67.78
C002052,2023-10-01,,SMB,EU,Organic,103.1
C002053,2023-10-01,2024-08-01,SMB,EU,Paid Search,100.53
C002054,2023-10-01,2024-03-01,SMB,EU,Organic,86.38
C002055,2023-10-01,2024-05-01,Mid,US,Paid Search,476.9
C002056,2023-10-01,2023-11-01,SMB,APAC,Social,63.23
C002057,2023-10-01,2025-05-01,SMB,US,Organic,97.64
C002058,2023-10-01,,SMB,EU,Referral,33.65
C002059,2023-10-01,2025-03-01,Mid,US,Referral,582.61
C002060,2023-10-01,2024-09-01,Mid,US,Organic,877.91
C002061,2023-10-01,,SMB,APAC,Paid Search,93.47
C002062,2023-10-01,,SMB,US,Referral,115.41
C002063,2023-10-01,,Enterprise,APAC,Paid Search,1953.95
C002064,2023-10-01,,SMB,EU,Social,89.76
C002065,2023-10-01,2025-01-01,SMB,US,Organic,88.75
C002066,2023-10-01,2024-07-01,Enterprise,US,Referral,1726.4
C002067,2023-10-01,2025-06-01,Mid,US,Social,797.18
C002068,2023-10-01,,SMB,APAC,Referral,137.96
C002069,2023-10-01,,Mid,APAC,Social,380.78
C002070,2023-10-01,,SMB,APAC,Organic,76.69
C002071,2023-10-01,2025-08-01,SMB,US,Paid Search,58.83
C002072,2023-10-01,,Enterprise,US,Organic,3276.0
C002073,2023-10-01,,SMB,US,Paid Search,83.54
C002074,2023-10-01,,Mid,US,Organic,529.36
C002075,2023-10-01,,Mid,EU,Organic,285.03
C002076,2023-10-01,,Mid,EU,Social,855.58
C002077,2023-10-01,2024-08-01,Mid,US,Organic,539.07
C002078,2023-10-01,2024-12-01,SMB,US,Organic,96.31
C002079,2023-10-01,2024-06-01,SMB,US,Organic,68.89
C002080,2023-10-01,,Mid,US,Paid Search,639.77
C002081,2023-10-01,,SMB,EU,Organic,76.61
C002082,2023-10-01,,SMB,US,Paid Search,87.83
C002083,2023-10-01,2025-02-01,SMB,US,Referral,107.59
C002084,2023-10-01,2024-03-01,SMB,APAC,Social,52.35
C002085,2023-10-01,,Mid,EU,Social,383.14
C002086,2023-10-01,,SMB,US,Paid Search,61.67
C002087,2023-10-01,,Mid,US,Social,465.69
C002088,2023-11-01,,SMB,APAC,Referral,147.71
C002089,2023-11-01,2023-12-01,SMB,EU,Referral,86.56
C002090,2023-11-01,,SMB,US,Social,88.3
C002091,2023-11-01,2024-07-01,SMB,US,Paid Search,49.76
C002092,2023-11-01,2024-05-01,SMB,EU,Referral,69.8
C002093,2023-11-01,2024-10-01,SMB,US,Organic,104.29
C002094,2023-11-01,2024-04-01,SMB,US,Social,92.01
C002095,2023-11-01,2024-08-01,Mid,APAC,Organic,373.32
C002096,2023-11-01,2025-04-01,SMB,US,Paid Search,82.3
C002097,2023-11-01,,Mid,EU,Paid Search,678.56
C002098,2023-11-01,,SMB,US,Paid Search,82.6
C002099,2023-11-01,2023-12-01,Mid,APAC,Organic,582.3
C002100,2023-11-01,,Mid,APAC,Paid Search,765.88
C002101,2023-11-01,2025-07-01,SMB,US,Social,81.48
C002102,2023-11-01,2024-10-01,Mid,US,Referral,599.26
C002103,2023-11-01,2024-01-01,SMB,EU,Organic,79.14
C002104,2023-11-01,2024-05-01,Mid,APAC,Social,792.19
C002105,2023-11-01,2024-10-01,SMB,US,Referral,69.36
C002106,2023-11-01,2024-03-01,Mid,APAC,Paid Search,431.48
C002107,2023-11-01,2023-12-01,Mid,US,Organic,708.98
C002108,2023-11-01,2024-09-01,SMB,US,Referral,94.22
C002109,2023-11-01,,Mid,EU,Paid Search,553.12
C002110,2023-11-01,2024-09-01,SMB,US,Organic,86.65
C002111,2023-11-01,2024-12-01,Mid,US,Organic,1001.6
C002112,2023-11-01,2025-07-01,Mid,US,Paid Search,838.9
C002113,2023-11-01,,Mid,APAC,Social,812.94
C002114,2023-11-01,,Enterprise,US,Organic,1730.3
C002115,2023-11-01,2024-03-01,SMB,US,Organic,78.45
C002116,2023-11-01,,Enterprise,EU,Paid Search,3151.36
C002117,2023-11-01,2024-02-01,SMB,APAC,Organic,100.02
C002118,2023-11-01,2025-06-01,SMB,APAC,Paid Search,106.3
C002119,2023-11-01,,SMB,US,Social,112.37
C002120,2023-11-01,2024-09-01,SMB,US,Organic,120.02
C002121,2023-11-01,2024-04-01,SMB,US,Referral,79.6
C002122,2023-11-01,2024-07-01,Mid,APAC,Social,388.68
C002123,2023-11-01,,SMB,US,Paid Search,46.03
C002124,2023-11-01,2025-06-01,SMB,US,Social,76.44
C002125,2023-11-01,2024-05-01,Mid,APAC,Social,609.8
C002126,2023-11-01,,SMB,APAC,Referral,76.02
C002127,2023-11-01,2024-01-01,Mid,APAC,Paid Search,845.48
C002128,2023-11-01,,Mid,US,Paid Search,305.34
C002129,2023-11-01,,Mid,APAC,Organic,374.76
C002130,2023-11-01,2024-02-01,SMB,EU,Social,88.05
C002131,2023-11-01,,SMB,US,Referral,97.29
C002132,2023-11-01,,SMB,US,Organic,72.13
C002133,2023-11-01,2024-03-01,SMB,US,Paid Search,89.71
C002134,2023-11-01,2024-11-01,SMB,US,Organic,89.45
C002135,2023-11-01,2025-05-01,SMB,US,Paid Search,89.99
C002136,2023-11-01,2024-05-01,Mid,EU,Referral,233.46
C002137,2023-11-01,2024-10-01,SMB,US,Paid Search,50.67
C002138,2023-11-01,2024-07-01,SMB,US,Paid Search,57.7
C002139,2023-11-01,,Mid,US,Social,487.04
C002140,2023-11-01,2024-09-01,SMB,US,Social,63.05
C002141,2023-11-01,2024-04-01,SMB,US,Referral,41.45
C002142,2023-11-01,,SMB,US,Paid Search,40.51
C002143,2023-11-01,,Mid,US,Paid Search,465.63
C002144,2023-11-01,,Enterprise,US,Social,3381.8
C002145,2023-11-01,,Enterprise,US,Referral,4221.5
C002146,2023-11-01,,Enterprise,APAC,Social,4052.19
C002147,2023-11-01,2025-07-01,SMB,APAC,Paid Search,97.64
C002148,2023-11-01,2024-12-01,SMB,US,Referral,59.17
C002149,2023-11-01,2024-01-01,SMB,US,Organic,82.05
C002150,2023-11-01,2025-04-01,SMB,APAC,Referral,92.64
C002151,2023-11-01,2024-11-01,SMB,EU,Social,60.41
C002152,2023-11-01,2025-07-01,SMB,EU,Social,96.91
C002153,2023-11-01,,SMB,APAC,Paid Search,76.0
C002154,2023-11-01,2023-12-01,SMB,EU,Social,51.3
C002155,2023-11-01,2023-12-01,Mid,EU,Paid Search,363.8
C002156,2023-11-01,2025-04-01,SMB,US,Referral,89.32
C002157,2023-11-01,,SMB,EU,Paid Search,118.76
C002158,2023-11-01,2024-05-01,SMB,US,Organic,79.84
C002159,2023-11-01,,Mid,US,Organic,366.83
C002160,2023-11-01,2024-05-01,SMB,APAC,Organic,61.55
C002161,2023-11-01,2025-07-01,Mid,US,Organic,391.57
C002162,2023-11-01,,SMB,EU,Paid Search,49.72
C002163,2023-11-01,,SMB,EU,Organic,105.3
C002164,2023-11-01,,SMB,EU,Paid Search,78.36
C002165,2023-11-01,2025-05-01,SMB,APAC,Paid Search,54.1
C002166,2023-11-01,,Enterprise,APAC,Paid Search,5742.01
C002167,2023-11-01,,Mid,APAC,Organic,762.06
C002168,2023-11-01,2024-03-01,SMB,US,Organic,82.33
C002169,2023-11-01,2024-01-01,SMB,EU,Paid Search,138.0
C002170,2023-11-01,2023-12-01,SMB,EU,Paid Search,80.36
C002171,2023-11-01,2024-09-01,SMB,APAC,Organic,73.89
C002172,2023-11-01,2025-05-01,SMB,US,Paid Search,83.57
C002173,2023-11-01,,SMB,US,Organic,92.31
C002174,2023-11-01,2025-01-01,SMB,EU,Referral,115.16
C002175,2023-11-01,,SMB,EU,Organic,103.23
C002176,2023-12-01,,SMB,EU,Paid Search,49.64
C002177,2023-12-01,2025-03-01,Mid,US,Referral,562.93
C002178,2023-12-01,2024-08-01,SMB,APAC,Paid Search,119.64
C002179,2023-12-01,2024-02-01,SMB,US,Organic,44.13
C002180,2023-12-01,2025-06-01,SMB,APAC,Social,99.22
C002181,2023-12-01,2024-09-01,Mid,US,Referral,587.65
C002182,2023-12-01,,SMB,US,Organic,85.53
C002183,2023-12-01,2024-08-01,SMB,US,Organic,86.49
C002184,2023-12-01,,Mid,APAC,Paid Search,935.62
C002185,2023-12-01,,SMB,APAC,Paid Search,96.46
C002186,2023-12-01,2025-07-01,SMB,US,Social,77.7
C002187,2023-12-01,2025-03-01,SMB,US,Paid Search,92.45
C002188,2023-12-01,2024-07-01,Mid,US,Paid Search,650.06
C002189,2023-12-01,2025-03-01,SMB,US,Paid Search,69.17
C002190,2023-12-01,2024-02-01,SMB,EU,Organic,100.13
C002191,2023-12-01,,Mid,US,Organic,600.73
C002192,2023-12-01,2024-06-01,Mid,EU,Organic,302.29
C002193,2023-12-01,2024-03-01,SMB,US,Paid Search,113.4
C002194,2023-12-01,2024-12-01,SMB,US,Social,116.61
C002195,2023-12-01,,Mid,EU,Paid Search,515.25
C002196,2023-12-01,,SMB,EU,Organic,71.02
C002197,2023-12-01,2024-03-01,SMB,APAC,Organic,50.59
C002198,2023-12-01,2024-12-01,Mid,US,Social,316.18
C002199,2023-12-01,2024-08-01,SMB,APAC,Organic,66.65
C002200,2023-12-01,2024-06-01,Mid,APAC,Social,519.94
C002201,2023-12-01,,SMB,APAC,Paid Search,83.76
C002202,2023-12-01,,Mid,APAC,Paid Search,494.4
C002203,2023-12-01,2024-11-01,SMB,EU,Paid Search,106.9
C002204,2023-12-01,2024-08-01,Mid,EU,Organic,725.55
C002205,2023-12-01,,Mid,APAC,Organic,755.66
C002206,2023-12-01,2025-08-01,SMB,APAC,Organic,74.44
C002207,2023-12-01,,SMB,EU,Social,103.36
C002208,2023-12-01,,Mid,US,Paid Search,616.7
C002209,2023-12-01,,Mid,US,Social,681.12
C002210,2023-12-01,,Mid,US,Paid Search,702.38
C002211,2023-12-01,,SMB,APAC,Social,79.6
C002212,2023-12-01,2024-06-01,SMB,EU,Organic,33.3
C002213,2023-12-01,2025-01-01,SMB,US,Paid Search,62.76
C002214,2023-12-01,,SMB,APAC,Social,85.37
C002215,2023-12-01,2024-02-01,SMB,EU,Paid Search,70.52
C002216,2023-12-01,,SMB,US,Social,97.3
C002217,2023-12-01,2024-08-01,Mid,EU,Organic,714.36
C002218,2023-12-01,,SMB,EU,Organic,113.13
C002219,2023-12-01,2024-10-01,Mid,US,Referral,639.42
C002220,2023-12-01,,SMB,US,Paid Search,55.21
C002221,2023-12-01,,SMB,US,Paid Search,66.45
C002222,2023-12-01,2024-12-01,SMB,APAC,Referral,127.32
C002223,2023-12-01,,SMB,EU,Referral,52.4
C002224,2023-12-01,,Enterprise,US,Organic,3451.01
C002225,2023-12-01,,SMB,EU,Organic,40.04
C002226,2023-12-01,2024-03-01,SMB,EU,Social,76.58
C002227,2023-12-01,2024-03-01,SMB,US,Social,95.38
C002228,2023-12-01,2024-02-01,SMB,APAC,Paid Search,59.97
C002229,2023-12-01,2025-04-01,SMB,US,Paid Search,110.29
C002230,2023-12-01,2025-03-01,SMB,US,Organic,73.57
C002231,2023-12-01,2024-09-01,SMB,US,Paid Search,72.18
C002232,2023-12-01,2024-07-01,SMB,US,Social,138.32
C002233,2023-12-01,2024-05-01,SMB,US,Paid Search,77.97
C002234,2023-12-01,2025-07-01,SMB,US,Paid Search,82.69
C002235,2023-12-01,2025-08-01,SMB,EU,Organic,128.93
C002236,2023-12-01,,SMB,US,Organic,103.02
C002237,2023-12-01,2025-05-01,SMB,US,Organic,60.1
C002238,2023-12-01,2025-04-01,Mid,US,Paid Search,906.31
C002239,2023-12-01,2024-12-01,SMB,EU,Paid Search,57.68
C002240,2023-12-01,2025-04-01,Mid,APAC,Social,594.25
C002241,2023-12-01,2025-06-01,SMB,US,Organic,63.9
C002242,2023-12-01,,SMB,APAC,Organic,58.52
C002243,2023-12-01,2025-04-01,SMB,US,Social,117.56
C002244,2023-12-01,2024-05-01,Mid,EU,Paid Search,437.45
C002245,2023-12-01,2025-02-01,SMB,APAC,Organic,28.64
C002246,2023-12-01,,SMB,US,Organic,76.34
C002247,2023-12-01,2024-02-01,SMB,EU,Referral,77.15
C002248,2023-12-01,,SMB,US,Paid Search,88.42
C002249,2023-12-01,2024-08-01,SMB,APAC,Organic,109.47
C002250,2023-12-01,,Mid,APAC,Paid Search,966.19
C002251,2023-12-01,2024-07-01,SMB,US,Referral,81.01
C002252,2023-12-01,2024-08-01,SMB,US,Organic,31.33
C002253,2023-12-01,2025-02-01,Mid,APAC,Organic,638.4
C002254,2023-12-01,2025-03-01,Mid,EU,Paid Search,742.75
C002255,2023-12-01,2024-11-01,SMB,US,Referral,96.73
C002256,2023-12-01,,SMB,US,Referral,39.47
C002257,2023-12-01,,SMB,US,Paid Search,62.35
C002258,2023-12-01,2024-04-01,SMB,APAC,Paid Search,103.03
C002259,2023-12-01,2024-09-01,SMB,APAC,Paid Search,48.04
C002260,2023-12-01,2024-05-01,SMB,APAC,Organic,106.32
C002261,2023-12-01,2025-06-01,SMB,APAC,Paid Search,72.42
C002262,2023-12-01,,Enterprise,US,Social,4315.7
C002263,2023-12-01,,Mid,EU,Organic,279.68
C002264,2023-12-01,2024-10-01,SMB,APAC,Referral,92.33
C002265,2023-12-01,2024-06-01,Mid,US,Social,682.59
C002266,2023-12-01,2024-03-01,SMB,US,Social,112.04
C002267,2023-12-01,,Enterprise,US,Paid Search,3772.65
C002268,2023-12-01,2024-01-01,Mid,EU,Social,1085.13
C002269,2023-12-01,,Enterprise,EU,Paid Search,5472.72
C002270,2023-12-01,2024-10-01,SMB,EU,Paid Search,54.59
C002271,2024-01-01,,Mid,US,Organic,535.65
C002272,2024-01-01,2024-06-01,SMB,US,Referral,64.47
C002273,2024-01-01,2024-09-01,SMB,US,Referral,50.33
C002274,2024-01-01,,SMB,EU,Paid Search,67.06
C002275,2024-01-01,2025-06-01,SMB,EU,Social,93.0
C002276,2024-01-01,,Mid,US,Social,925.4
C002277,2024-01-01,2024-12-01,SMB,APAC,Referral,66.68
C002278,2024-01-01,2024-09-01,SMB,US,Social,36.64
C002279,2024-01-01,2025-08-01,SMB,US,Organic,71.43
C002280,2024-01-01,,SMB,APAC,Social,67.58
C002281,2024-01-01,,SMB,US,Referral,65.95
C002282,2024-01-01,2025-02-01,SMB,US,Social,79.08
C002283,2024-01-01,2024-02-01,SMB,US,Referral,95.38
C002284,2024-01-01,2024-10-01,SMB,EU,Referral,125.43
C002285,2024-01-01,2024-03-01,SMB,EU,Paid Search,86.74
C002286,2024-01-01,2025-07-01,SMB,EU,Paid Search,117.64
C002287,2024-01-01,2024-07-01,SMB,APAC,Referral,57.13
C002288,2024-01-01,2025-03-01,SMB,EU,Social,43.55
C002289,2024-01-01,,Enterprise,EU,Organic,3826.27
C002290,2024-01-01,2025-03-01,SMB,US,Organic,29.27
C002291,2024-01-01,2024-02-01,Mid,US,Social,793.32
C002292,2024-01-01,,SMB,APAC,Organic,130.87
C002293,2024-01-01,,SMB,US,Paid Search,107.3
C002294,2024-01-01,,Enterprise,US,Organic,5434.47
C002295,2024-01-01,,SMB,EU,Referral,88.4
C002296,2024-01-01,2024-12-01,SMB,EU,Paid Search,56.52
C002297,2024-01-01,2025-01-01,SMB,US,Social,77.78
C002298,2024-01-01,,SMB,US,Organic,61.68
C002299,2024-01-01,2024-05-01,SMB,EU,Referral,80.92
C002300,2024-01-01,,Enterprise,EU,Organic,3718.07
C002301,2024-01-01,,Enterprise,EU,Organic,2489.95
C002302,2024-01-01,2025-03-01,Mid,US,Organic,322.99
C002303,2024-01-01,2024-06-01,SMB,APAC,Social,116.21
C002304,2024-01-01,,SMB,US,Paid Search,51.93
C002305,2024-01-01,2025-03-01,SMB,APAC,Referral,90.15
C002306,2024-01-01,2025-01-01,SMB,US,Referral,98.87
C002307,2024-01-01,2025-08-01,Mid,EU,Organic,840.37
C002308,2024-01-01,,SMB,US,Organic,90.95
C002309,2024-01-01,2024-05-01,SMB,US,Organic,22.67
C002310,2024-01-01,2025-02-01,SMB,US,Organic,32.44
C002311,2024-01-01,2024-06-01,SMB,EU,Organic,42.37
C002312,2024-01-01,2024-07-01,SMB,US,Organic,56.03
C002313,2024-01-01,2025-03-01,Mid,APAC,Paid Search,622.46
C002314,2024-01-01,2025-07-01,Mid,EU,Paid Search,835.79
C002315,2024-01-01,,Mid,US,Referral,642.4
C002316,2024-01-01,,SMB,APAC,Social,63.13
C002317,2024-01-01,2024-08-01,SMB,APAC,Social,45.08
C002318,2024-01-01,,SMB,APAC,Referral,116.03
C002319,2024-01-01,2024-11-01,Enterprise,US,Organic,2917.69
C002320,2024-01-01,,SMB,APAC,Referral,88.16
C002321,2024-01-01,,Mid,US,Paid Search,618.75
C002322,2024-01-01,2024-06-01,SMB,APAC,Paid Search,82.98
C002323,2024-01-01,,SMB,US,Organic,71.02
C002324,2024-01-01,,SMB,APAC,Paid Search,61.73
C002325,2024-01-01,,Mid,US,Social,500.41
C002326,2024-01-01,2024-11-01,SMB,EU,Organic,53.3
C002327,2024-01-01,2024-10-01,SMB,EU,Organic,108.86
C002328,2024-01-01,2024-02-01,SMB,US,Organic,124.68
C002329,2024-01-01,,SMB,APAC,Referral,52.78
C002330,2024-01-01,,Mid,APAC,Social,468.47
C002331,2024-01-01,,SMB,EU,Social,82.72
C002332,2024-01-01,2024-03-01,SMB,US,Referral,56.27
C002333,2024-01-01,,Mid,US,Organic,438.42
C002334,2024-01-01,2024-07-01,SMB,US,Organic,35.05
C002335,2024-01-01,,Enterprise,EU,Social,2869.84
C002336,2024-01-01,,Mid,US,Organic,709.95
C002337,2024-01-01,2024-10-01,SMB,US,Organic,80.41
C002338,2024-01-01,,Mid,APAC,Referral,707.98
C002339,2024-01-01,2024-11-01,Mid,EU,Paid Search,154.66
C002340,2024-01-01,2025-06-01,SMB,US,Organic,100.51
C002341,2024-01-01,2024-02-01,SMB,APAC,Paid Search,63.03
C002342,2024-01-01,2024-12-01,SMB,US,Organic,111.76
C002343,2024-01-01,2024-02-01,SMB,APAC,Organic,64.64
C002344,2024-01-01,,SMB,US,Social,65.31
C002345,2024-01-01,2024-02-01,SMB,APAC,Paid Search,58.84
C002346,2024-01-01,2024-12-01,SMB,US,Social,71.99
C002347,2024-01-01,,SMB,APAC,Paid Search,60.78
C002348,2024-01-01,,Mid,US,Social,703.11
C002349,2024-01-01,2024-06-01,SMB,APAC,Paid Search,29.71
C002350,2024-01-01,2024-03-01,SMB,US,Social,106.62
C002351,2024-01-01,,SMB,US,Social,21.45
C002352,2024-01-01,,Enterprise,EU,Social,4204.98
C002353,2024-01-01,,SMB,US,Organic,70.9
C002354,2024-01-01,,SMB,US,Social,77.88
C002355,2024-01-01,2025-02-01,Mid,US,Social,471.52
C002356,2024-01-01,,SMB,APAC,Social,67.55
C002357,2024-01-01,,SMB,US,Paid Search,63.83
C002358,2024-01-01,,Enterprise,US,Paid Search,4501.9
C002359,2024-01-01,2024-07-01,SMB,US,Organic,74.84
C002360,2024-01-01,2024-09-01,SMB,US,Organic,29.65
C002361,2024-01-01,,Mid,US,Social,778.32
C002362,2024-01-01,2024-11-01,Mid,US,Organic,468.92
C002363,2024-01-01,,SMB,APAC,Paid Search,101.02
C002364,2024-01-01,,SMB,US,Organic,64.05
C002365,2024-02-01,,SMB,US,Organic,28.18
C002366,2024-02-01,2024-12-01,SMB,APAC,Organic,71.37
C002367,2024-02-01,2024-03-01,SMB,EU,Paid Search,22.55
C002368,2024-02-01,,SMB,US,Paid Search,51.73
C002369,2024-02-01,,SMB,APAC,Paid Search,94.7
C002370,2024-02-01,,SMB,APAC,Organic,66.81
C002371,2024-02-01,2025-07-01,Mid,US,Paid Search,493.81
C002372,2024-02-01,,SMB,US,Referral,90.07
C002373,2024-02-01,2024-07-01,SMB,EU,Paid Search,129.98
C002374,2024-02-01,2025-04-01,SMB,EU,Social,67.97
C002375,2024-02-01,2025-08-01,SMB,EU,Paid Search,125.73
C002376,2024-02-01,2024-09-01,SMB,EU,Organic,116.17
C002377,2024-02-01,,SMB,US,Organic,42.89
C002378,2024-02-01,,Mid,EU,Organic,166.34
C002379,2024-02-01,2024-03-01,SMB,US,Organic,50.18
C002380,2024-02-01,2025-08-01,Mid,APAC,Organic,529.24
C002381,2024-02-01,2025-02-01,SMB,EU,Social,69.57
C002382,2024-02-01,,SMB,APAC,Paid Search,81.19
C002383,2024-02-01,2024-07-01,SMB,EU,Paid Search,121.58
C002384,2024-02-01,2025-06-01,SMB,EU,Referral,45.7
C002385,2024-02-01,2025-05-01,SMB,US,Paid Search,43.4
C002386,2024-02-01,,SMB,APAC,Referral,91.07
C002387,2024-02-01,,SMB,US,Organic,83.8
C002388,2024-02-01,2024-05-01,SMB,US,Organic,53.92
C002389,2024-02-01,2024-05-01,SMB,US,Social,73.59
C002390,2024-02-01,,SMB,EU,Paid Search,89.63
C002391,2024-02-01,2025-08-01,Mid,EU,Organic,242.0
C002392,2024-02-01,2025-03-01,SMB,APAC,Social,123.06
C002393,2024-02-01,,Mid,APAC,Referral,475.69
C002394,2024-02-01,,Mid,EU,Social,507.28
C002395,2024-02-01,,Mid,US,Social,700.52
C002396,2024-02-01,,Mid,EU,Social,895.26
C002397,2024-02-01,,Mid,EU,Social,355.22
C002398,2024-02-01,,Enterprise,US,Referral,1772.16
